ID,Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Target
5068622,0,1,1,0,0,0,0,0,2,39,216000.0,58.08743506026820,9.968719412445160,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5068637,0,0,1,0,1,0,0,0,1,45,337500.0,61.91229114903110,8.131583810755870,Working,Higher education,Widow,House / apartment,Accountants,0
5068647,1,0,1,0,0,0,0,0,1,14,135000.0,31.05881708727760,2.885753985365890,Working,Secondary / secondary special,Single / not married,With parents,Drivers,0
5068652,0,1,1,0,0,0,0,0,1,58,360000.0,52.85529476991310,5.215712848313110,State servant,Higher education,Separated,House / apartment,Core staff,0
5068669,1,0,1,0,0,0,0,0,2,6,247500.0,25.076490277007700,1.1307555938862500,Working,Incomplete higher,Married,House / apartment,Core staff,0
5068675,1,1,1,1,1,0,0,1,3,12,198000.0,42.237691396811700,9.054258472111000,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5068682,1,0,1,0,0,0,0,0,1,1,148500.0,32.35932291559720,2.6338665407229400,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5068697,1,1,1,0,0,0,0,1,3,22,270000.0,40.4525760282552,15.217287144842100,Commercial associate,Higher education,Married,House / apartment,Laborers,0
5068705,0,1,1,0,0,0,0,0,2,20,90000.0,36.91520017522610,14.634112952353600,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5068713,0,0,0,0,0,0,0,0,2,44,157500.0,42.3116148860004,0.9692190804739320,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5068715,1,1,1,0,0,0,0,0,2,34,180000.0,25.0381595789099,4.131501673545660,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
5068716,0,1,1,0,0,1,0,1,3,51,135000.0,28.720644503309400,1.634530483172140,Working,Secondary / secondary special,Married,House / apartment,Other,0
5068721,0,0,0,0,0,1,0,0,1,4,180000.0,40.567568122548700,3.052766312792190,Working,Secondary / secondary special,Single / not married,House / apartment,Cooking staff,0
5068727,1,1,1,0,0,0,0,0,2,43,180000.0,27.173727044360900,2.800878868149240,Commercial associate,Higher education,Married,House / apartment,Laborers,1
5068731,0,1,1,0,1,1,0,0,2,34,117000.0,36.589389241394400,6.633948677933150,State servant,Secondary / secondary special,Married,House / apartment,Other,0
5068734,1,1,1,0,0,0,0,1,3,34,202500.0,24.96971190373520,4.635276562831540,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5068740,0,0,1,0,0,0,1,0,1,20,202500.0,62.9663853467217,0.0,Pensioner,Higher education,Separated,House / apartment,Other,0
5068744,0,0,1,0,0,0,0,3,4,7,225000.0,32.498956172953600,13.88666433944570,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5068747,0,0,0,0,0,0,0,0,2,3,157500.0,36.225247609464900,0.55031930840469,Working,Higher education,Civil marriage,With parents,Accountants,0
5068749,0,0,1,0,0,0,0,0,2,47,135000.0,48.551304954927200,6.466936350506860,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,1
5068763,0,0,1,0,0,0,0,0,2,34,369000.0,49.18649938054850,7.88791008713389,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5068766,0,0,0,0,0,0,0,0,2,22,135000.0,44.87977165855560,5.801624947808650,Working,Incomplete higher,Married,House / apartment,Core staff,0
5068775,0,0,1,0,1,0,1,0,1,55,202500.0,50.76079590956690,0.0,Pensioner,Higher education,Single / not married,House / apartment,Other,0
5068780,0,0,0,1,1,0,0,0,1,31,180000.0,36.67700226561810,10.54915569792670,Working,Secondary / secondary special,Single / not married,With parents,Private service staff,0
5068785,0,0,1,0,0,0,0,0,2,12,193500.0,50.352847765525600,6.382061233290210,Working,Secondary / secondary special,Married,House / apartment,Other,0
5068794,1,0,0,1,1,0,0,0,1,42,121500.0,30.3277959164117,8.887246144684700,State servant,Incomplete higher,Single / not married,With parents,Other,1
5068795,1,1,1,0,0,1,0,1,3,25,112500.0,32.331943845527300,1.46751815574584,Working,Higher education,Married,House / apartment,Accountants,1
5068810,0,0,1,0,0,0,0,0,2,24,315000.0,39.47788113376730,6.633948677933150,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,1
5068821,0,1,1,0,0,1,0,0,2,44,157500.0,41.00289533665990,9.719569874809200,Working,Higher education,Married,House / apartment,Drivers,0
5068829,0,0,1,1,0,0,0,0,1,27,135000.0,24.04703724238010,1.46751815574584,Working,Secondary / secondary special,Single / not married,House / apartment,Other,0
5068830,0,0,1,0,0,1,0,1,3,13,157500.0,36.90698645420510,3.635940505280740,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Sales staff,0
5068835,0,0,1,0,0,1,1,0,1,60,225000.0,57.909471104813900,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5068841,0,0,1,1,1,0,0,0,1,19,135000.0,62.29012231599550,11.551229662484500,Working,Secondary / secondary special,Single / not married,House / apartment,Secretaries,0
5068848,0,0,1,0,0,0,1,0,2,47,99000.0,54.66778920853950,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5068852,1,0,1,0,0,0,0,0,1,28,157500.0,56.40909806498420,3.2170407332115000,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5068855,1,1,1,0,0,0,0,1,3,44,180000.0,29.542016605406000,7.052848450002400,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
5068857,1,0,1,0,0,0,0,1,2,57,135000.0,39.17671136299860,3.7208156224973800,Commercial associate,Secondary / secondary special,Separated,House / apartment,Security staff,0
5068865,1,0,1,1,1,1,0,0,2,30,162000.0,27.433828210024800,1.46751815574584,Working,Secondary / secondary special,Married,House / apartment,Low-skill Laborers,1
5068866,0,1,1,0,0,1,1,0,2,11,337500.0,56.480283647165900,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5068873,0,0,1,0,0,0,0,1,3,24,108000.0,28.41947473254070,9.801707085018860,Working,Secondary / secondary special,Married,House / apartment,Other,1
5068875,0,0,0,0,1,1,0,1,3,32,112500.0,31.48319267336090,10.968055469996000,Working,Secondary / secondary special,Married,With parents,Core staff,0
5068884,0,0,1,0,0,0,0,0,1,18,202500.0,51.07017940135660,16.96954762931480,Working,Higher education,Separated,House / apartment,Other,0
5068885,0,0,1,0,0,0,0,0,2,17,225000.0,64.44211722348850,13.382889450159800,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,1
5068894,1,1,1,1,0,0,0,0,2,38,126000.0,55.06752363155990,4.8022888902578400,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
5068900,1,0,0,0,0,0,0,0,1,31,225000.0,32.20326221619880,0.8022067530476330,Working,Secondary / secondary special,Single / not married,Co-op apartment,Laborers,0
5068905,0,1,1,0,0,0,0,1,3,56,157500.0,42.040562092308500,12.055004551770400,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5068911,0,0,0,0,0,0,0,1,3,21,144000.0,40.52649951744390,5.054176334900790,Working,Secondary / secondary special,Married,House / apartment,Drivers,1
5068915,0,0,1,0,0,0,0,1,3,19,112500.0,37.07399878163140,9.382807312949620,Working,Secondary / secondary special,Civil marriage,House / apartment,Core staff,0
5068923,0,0,1,0,0,0,0,0,2,57,360000.0,47.286391917698500,2.718741657939590,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
5068924,0,1,1,0,1,0,1,0,1,21,90000.0,55.489161310636100,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5068927,0,0,0,1,1,0,0,0,2,12,270000.0,25.144937952182500,2.299841885870350,Working,Secondary / secondary special,Civil marriage,Office apartment,Sales staff,0
5068934,1,1,1,0,0,1,0,2,4,39,225000.0,41.6435655762952,12.887328281894900,Working,Secondary / secondary special,Married,House / apartment,Security staff,1
5068943,0,0,1,0,0,0,0,0,2,24,157500.0,48.71010356133250,13.88666433944570,Working,Higher education,Married,House / apartment,Other,0
5068951,0,0,0,0,0,0,1,0,2,9,135000.0,61.15115300108830,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5068952,1,0,0,1,1,0,0,0,1,27,180000.0,26.01833028741180,0.9692190804739320,Working,Higher education,Single / not married,House / apartment,Managers,0
5068957,0,1,1,0,1,0,0,0,2,48,270000.0,60.66928136785830,16.05508668898060,Commercial associate,Higher education,Married,House / apartment,Other,0
5068962,1,1,0,0,0,0,0,0,2,57,202500.0,41.56416627309250,8.38347125539881,Working,Higher education,Married,House / apartment,Other,0
5068966,1,1,1,0,0,0,0,1,3,52,180000.0,41.64904139030920,3.468928177854440,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5068971,0,0,1,0,1,1,0,0,1,59,292500.0,47.60672703751620,4.5504014456149,Working,Higher education,Single / not married,House / apartment,Managers,0
5068978,1,1,0,0,0,0,0,0,1,37,153000.0,29.944488935433300,3.1321656159948500,Working,Secondary / secondary special,Single / not married,With parents,Laborers,0
5068982,1,0,1,1,1,0,0,0,1,23,112500.0,40.646967425751400,17.467846704586700,Working,Higher education,Single / not married,House / apartment,Laborers,0
5068986,0,0,0,1,1,1,0,0,1,41,180000.0,38.678412287726600,5.634612620382350,Working,Higher education,Separated,House / apartment,Accountants,0
5068993,0,1,1,1,1,0,0,1,3,55,279000.0,44.31850072212300,10.215131043074100,Working,Higher education,Civil marriage,House / apartment,Managers,0
5069001,1,1,1,0,0,0,0,0,2,45,225000.0,50.752582188546000,0.9692190804739320,Working,Higher education,Married,House / apartment,Sales staff,0
5069002,0,0,1,0,0,0,0,0,2,11,202500.0,41.28216185137270,2.2149667686537000,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,1
5069004,1,1,1,0,0,0,0,0,2,33,337500.0,29.082048228231900,3.2170407332115000,Working,Higher education,Married,With parents,Laborers,0
5069009,1,0,1,0,0,0,0,0,2,14,157500.0,59.86981252181770,9.8865822022355,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5069013,0,0,1,0,0,0,0,0,2,15,202500.0,55.56582270683180,10.130255925857500,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5069026,1,1,1,0,1,1,0,0,2,36,202500.0,56.86085272113730,9.634694757592560,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5069028,0,0,1,0,0,1,0,0,2,55,157500.0,45.46294585104420,3.7208156224973800,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5069032,1,1,0,0,0,0,0,0,1,12,157500.0,23.179120721164700,3.3840530606378000,State servant,Secondary / secondary special,Single / not married,Municipal apartment,Laborers,0
5069038,0,0,1,0,0,0,0,0,2,17,180000.0,34.768681081747100,6.8009610053594500,Working,Secondary / secondary special,Married,House / apartment,Core staff,1
5069042,0,0,1,0,0,0,1,0,1,7,270000.0,59.07855739679800,0.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
5069050,1,1,0,0,0,0,0,0,2,34,225000.0,48.630704258129900,6.8009610053594500,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5069066,1,0,1,0,0,0,0,0,1,6,202500.0,26.67542796908900,8.468346372615450,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5069068,0,1,1,0,0,0,0,0,2,7,157500.0,51.727277083033900,6.633948677933150,State servant,Secondary / secondary special,Married,House / apartment,Core staff,0
5069077,0,0,1,0,0,1,0,1,3,44,202500.0,38.51961368132130,8.468346372615450,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,1
5069082,0,0,1,0,0,1,1,0,2,35,225000.0,64.22582256993640,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5069084,0,1,1,0,1,0,0,2,4,45,135000.0,36.27179202858380,7.132247753205060,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,0
5069085,0,0,1,0,0,0,0,2,4,50,270000.0,31.50235802240980,6.382061233290210,Commercial associate,Higher education,Married,House / apartment,Other,0
5069098,0,0,1,0,0,0,0,0,2,35,135000.0,49.8162179921559,31.636515465752200,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
5069104,1,0,1,0,0,0,0,0,2,50,450000.0,47.58482378146030,18.053758804082200,State servant,Secondary / secondary special,Married,House / apartment,Core staff,0
5069110,1,1,1,1,1,0,0,0,1,35,135000.0,28.956104505910500,2.4668542132966500,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5069112,1,0,1,0,0,0,0,0,1,5,135000.0,22.412506759207900,1.634530483172140,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5069115,0,0,0,0,0,0,0,1,3,22,180000.0,49.08793472829700,17.215959259943700,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5069116,0,0,1,0,0,0,1,0,1,59,180000.0,56.33791248280250,0.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
5069119,0,1,1,0,1,0,1,0,2,29,103500.0,62.977336974749700,0.0,Pensioner,Higher education,Civil marriage,House / apartment,Other,0
5069123,0,0,1,0,0,0,1,0,1,23,81000.0,64.72138373820130,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5069125,0,0,1,0,0,0,0,1,3,28,180000.0,30.661820571264300,7.052848450002400,Working,Higher education,Married,House / apartment,HR staff,0
5069126,0,1,1,0,0,0,0,1,2,4,247500.0,36.868655756107200,3.635940505280740,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,0
5069130,0,0,0,0,0,1,0,0,2,45,135000.0,42.054251627343500,1.1307555938862500,Commercial associate,Higher education,Married,With parents,Core staff,0
5069146,1,0,1,0,0,1,0,0,2,1,216000.0,52.43091918382990,20.301580456819800,Commercial associate,Higher education,Married,House / apartment,Managers,0
5069167,1,1,1,0,0,1,0,0,2,35,135000.0,28.23877287007950,2.6338665407229400,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5069172,0,0,0,0,1,0,0,0,1,4,193500.0,48.80593030657710,0.55031930840469,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5069173,1,0,0,1,1,1,0,0,1,13,157500.0,23.296850722465200,0.55031930840469,Working,Secondary / secondary special,Single / not married,With parents,Drivers,1
5069175,0,1,1,0,1,0,1,0,2,41,90000.0,54.47065990403640,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5069178,0,0,1,0,0,0,0,0,1,10,225000.0,37.81870948753230,9.215794985523320,Working,Higher education,Single / not married,House / apartment,Accountants,0
5069184,0,0,1,0,0,1,0,1,3,15,185400.0,40.567568122548700,1.1307555938862500,Working,Higher education,Married,House / apartment,Core staff,0
5069191,0,0,1,0,0,0,0,0,2,42,135000.0,43.87222187998390,0.4681820981950350,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5069197,0,1,1,0,0,0,0,1,3,46,225000.0,37.21089413198080,8.887246144684700,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5069200,0,0,1,1,1,0,0,0,2,27,238500.0,46.81820981950350,3.3840530606378000,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,0
5069206,0,1,1,0,0,0,1,0,2,42,135000.0,55.38238293736350,0.0,Pensioner,Higher education,Married,House / apartment,Other,0
5069216,0,1,1,1,0,0,0,0,2,60,256500.0,30.69193754834120,4.720151680048190,Commercial associate,Higher education,Married,House / apartment,Accountants,1
5069220,0,1,1,0,0,1,0,4,6,13,292500.0,31.234043135724900,2.800878868149240,Working,Secondary / secondary special,Married,House / apartment,Other,0
5069221,1,0,0,0,0,0,0,3,5,28,135000.0,32.18957268116390,1.801542810598440,Working,Secondary / secondary special,Married,With parents,Laborers,0
5069224,0,1,1,0,1,0,0,0,2,18,247500.0,47.44792843111080,2.6338665407229400,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5069231,0,0,0,0,0,0,0,1,3,41,67500.0,28.925987528833600,8.131583810755870,Working,Secondary / secondary special,Married,With parents,Medicine staff,0
5069234,0,1,1,0,0,1,0,0,2,42,202500.0,32.40586733471600,12.720315954468600,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,1
5069237,1,1,1,0,1,1,0,0,2,7,225000.0,40.594947192618600,11.052930587212600,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
5069239,0,0,1,0,0,0,1,0,2,53,135000.0,57.68222482323390,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5069242,0,0,1,0,1,0,1,0,2,21,261000.0,59.615187170167800,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5069248,0,0,0,0,0,0,0,0,1,48,180000.0,37.28755552817650,1.0540941976905800,Working,Higher education,Single / not married,House / apartment,IT staff,0
5069253,0,0,1,0,1,1,0,1,3,13,112500.0,46.70321772521000,1.7194056003887800,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5069256,0,1,1,0,1,1,0,1,3,8,67500.0,35.10270573659970,2.5489914235063000,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5069271,0,0,1,0,0,0,1,0,1,16,157500.0,51.05648986632170,0.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
5069273,0,0,1,0,0,1,0,0,2,3,135000.0,46.84011307555940,2.4668542132966500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Cleaning staff,0
5069276,0,0,0,0,0,0,1,0,2,56,81000.0,59.34687228348290,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5069277,0,0,1,0,1,0,0,1,3,48,315000.0,44.789420727325000,11.8879922243441,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
5069286,0,0,0,0,0,0,0,0,2,16,225000.0,26.65352471303310,2.4668542132966500,Commercial associate,Higher education,Married,With parents,Other,0
5069288,0,0,1,0,0,0,0,0,2,48,270000.0,40.47447928431110,9.30067010273996,Commercial associate,Incomplete higher,Married,House / apartment,Core staff,0
5069292,0,1,1,1,1,0,0,1,3,53,180000.0,42.33078023504930,7.132247753205060,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0
5069294,0,0,1,0,1,0,0,0,2,18,180000.0,41.43274673675710,13.382889450159800,Commercial associate,Secondary / secondary special,Married,House / apartment,Secretaries,0
5069296,0,0,1,0,0,0,1,0,2,42,225000.0,57.46593016968180,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,1
5069309,0,0,1,0,0,0,0,0,2,5,112500.0,33.74470386113340,1.46751815574584,Working,Lower secondary,Civil marriage,Municipal apartment,Cleaning staff,0
5069312,1,0,1,0,0,0,0,0,2,29,495000.0,45.835301203994600,1.801542810598440,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Managers,0
5069317,1,1,1,0,0,0,0,1,3,6,450000.0,42.270546280895600,7.132247753205060,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0
5069320,1,1,1,0,1,0,0,0,1,40,270000.0,24.701397017050300,2.299841885870350,Commercial associate,Incomplete higher,Single / not married,House / apartment,Waiters/barmen staff,0
5069324,0,0,1,0,0,0,0,0,2,7,157500.0,55.609629218943600,1.634530483172140,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,0
5069328,0,1,1,0,1,0,1,0,2,39,225000.0,60.81439043922870,0.0,Pensioner,Higher education,Married,House / apartment,Other,0
5069331,1,1,1,0,0,0,0,1,3,3,247500.0,25.804773540866700,0.6351944256213340,Working,Higher education,Married,House / apartment,Sales staff,0
5069346,0,1,1,1,0,0,0,0,2,5,225000.0,31.984229655639700,9.549819640375920,Working,Higher education,Married,House / apartment,Other,1
5069363,0,0,1,0,0,0,1,0,2,35,211500.0,61.97252510318490,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,1
5069369,0,0,0,0,0,1,0,0,2,9,126000.0,54.92515246719650,5.886500065025290,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5069373,1,1,0,1,0,0,0,2,4,15,337500.0,32.33468175253430,4.5504014456149,Working,Higher education,Married,House / apartment,Other,0
5069378,1,0,1,0,0,0,0,0,1,15,337500.0,45.76959143582690,3.468928177854440,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,0
5069382,0,0,1,0,1,0,0,0,2,48,112500.0,35.38471015831950,5.634612620382350,Working,Higher education,Married,House / apartment,Sales staff,0
5069387,0,0,1,0,0,0,0,1,3,39,270000.0,50.40760590566540,27.636433328542000,Working,Higher education,Married,House / apartment,Core staff,0
5069395,1,0,1,1,1,0,0,0,1,16,157500.0,22.98746723067550,4.131501673545660,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,0
5069401,0,0,0,0,0,0,0,0,1,4,157500.0,26.168915172796200,5.968637275234950,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,Laborers,0
5069406,1,1,0,0,0,1,0,1,3,41,225000.0,51.15505451857330,6.633948677933150,Working,Secondary / secondary special,Married,House / apartment,Drivers,1
5069419,0,0,1,1,1,0,0,0,1,1,157500.0,26.212721684908000,0.4681820981950350,Working,Incomplete higher,Single / not married,House / apartment,Medicine staff,0
5069423,1,1,1,0,1,0,0,0,2,58,202500.0,46.259676790077800,0.9692190804739320,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,0
5069440,0,0,1,0,0,0,0,0,1,2,135000.0,23.458387235877500,2.2149667686537000,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5069443,0,0,1,0,0,0,0,0,2,28,76500.0,44.18708118578750,5.968637275234950,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5069449,1,1,1,0,0,0,0,1,3,17,270000.0,49.263160776744200,15.217287144842100,Commercial associate,Higher education,Married,House / apartment,Laborers,0
5069450,0,0,1,0,0,0,0,0,1,15,202500.0,43.215124198306600,13.467764567376500,State servant,Higher education,Widow,House / apartment,Other,0
5069455,0,1,1,0,0,0,0,0,2,20,135000.0,41.00837115067390,4.887164007474490,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0
5069457,1,1,1,0,0,0,0,0,2,4,315000.0,23.107935138983000,3.30191585042814,Working,Higher education,Married,House / apartment,Sales staff,0
5069463,0,1,1,0,0,0,0,0,2,4,166500.0,33.38056222920390,8.550483582825110,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
5069467,0,0,1,0,0,0,0,0,2,3,112500.0,27.07790029911630,1.968555138024740,Commercial associate,Higher education,Married,House / apartment,Other,0
5069471,0,0,1,0,1,0,0,2,4,4,225000.0,37.235535295043700,15.636186916911400,Working,Higher education,Married,House / apartment,Core staff,0
5069477,0,0,1,1,1,0,0,0,2,32,157500.0,46.69774191119600,27.636433328542000,Working,Higher education,Married,House / apartment,Core staff,0
5069485,0,1,1,0,0,0,0,0,2,32,157500.0,39.234207410145300,5.3005879655297500,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5069501,0,0,1,0,0,0,0,1,3,14,180000.0,25.988213310334900,3.969965160133340,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
5069502,0,1,1,0,0,0,0,0,2,37,180000.0,40.88790324236640,10.130255925857500,State servant,Higher education,Married,House / apartment,Core staff,0
5069506,1,1,0,1,1,1,0,0,2,30,225000.0,39.81464369562690,1.2156307111029000,Working,Secondary / secondary special,Married,Municipal apartment,Other,0
5069510,0,1,0,0,0,0,0,1,3,13,112500.0,29.125854740343700,2.718741657939590,Working,Higher education,Married,House / apartment,Sales staff,0
5069514,0,1,1,0,0,0,0,0,1,60,135000.0,59.086771117819000,14.96813760720620,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,1
5069521,0,0,1,0,0,1,0,1,3,42,270000.0,40.65791905377930,0.6351944256213340,Commercial associate,Higher education,Married,House / apartment,Core staff,0
5069530,0,0,1,0,0,0,0,0,1,37,162000.0,55.01550339842710,9.549819640375920,Working,Higher education,Single / not married,House / apartment,Other,0
5074523,0,0,1,0,0,0,0,0,1,58,202500.0,52.16534220415200,9.935864528361300,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,0
5074532,0,1,1,0,0,0,0,2,4,2,135000.0,36.61950621847130,3.685222831406530,Working,Secondary / secondary special,Married,House / apartment,Accountants,0
5074535,0,0,1,0,0,0,0,0,2,22,157500.0,54.47065990403640,0.4408030281251500,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5074547,1,1,1,1,1,0,0,0,2,42,54000.0,54.71980944167230,2.43947514322676,Working,Secondary / secondary special,Married,House / apartment,Security staff,0
5074575,0,0,0,0,0,0,0,0,1,48,90000.0,27.644647049563000,8.356092185328930,Working,Secondary / secondary special,Single / not married,With parents,Laborers,0
5074586,1,0,1,0,0,0,0,1,3,26,270000.0,40.44983812124820,2.9377742184986700,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5074591,0,1,1,1,1,0,0,0,2,48,90000.0,59.03748879169320,9.607315687522670,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5074614,0,0,1,0,0,0,1,0,2,24,211500.0,59.215452747147400,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5074617,0,0,1,0,0,0,0,0,2,53,225000.0,47.354839592873200,5.683894946508140,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5074632,1,1,1,1,1,0,0,0,1,18,135000.0,31.505095929416800,3.608561435210850,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1
5074636,1,0,1,0,1,0,0,0,2,57,270000.0,37.10959157272220,10.855801282709400,Working,Higher education,Married,House / apartment,Managers,0
5074653,0,1,1,0,0,0,0,0,2,47,180000.0,46.40478586144820,7.3567561277781200,Working,Higher education,Married,House / apartment,Sales staff,0
5074661,1,0,1,0,0,0,0,0,2,22,135000.0,59.52757414594410,8.607979629971870,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5074663,0,1,1,0,0,0,0,0,2,15,157500.0,31.03965173822870,3.2745367803582600,Commercial associate,Incomplete higher,Married,House / apartment,High skill tech staff,0
5074669,1,0,1,0,0,0,0,0,2,19,247500.0,37.153398084834000,14.686133185486400,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5074682,0,1,0,0,0,0,1,0,2,8,135000.0,60.27228485184500,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5074685,0,0,1,0,0,0,0,0,2,22,112500.0,55.9628192228451,5.440221222886170,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5074692,0,0,1,0,1,0,1,0,2,14,180000.0,55.108592236664700,0.0,Pensioner,Secondary / secondary special,Married,Co-op apartment,Other,0
5074698,0,0,1,0,0,0,0,0,1,18,157500.0,60.877362300389500,29.02181427407820,Working,Higher education,Single / not married,House / apartment,Laborers,0
5074731,1,1,1,0,0,0,0,2,4,46,216000.0,30.44826382471920,7.022731472925520,State servant,Higher education,Married,House / apartment,High skill tech staff,0
5074736,1,0,1,0,0,0,0,1,3,7,225000.0,36.13489667823430,10.102876855787600,Working,Higher education,Married,House / apartment,Core staff,0
5074740,0,0,1,0,0,0,1,0,2,45,112500.0,64.55710931778200,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5074750,0,0,1,0,0,0,1,0,2,33,108000.0,62.55843720268040,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5074802,0,1,1,0,0,0,0,2,4,5,225000.0,36.03085621196880,16.85455553502130,Working,Secondary / secondary special,Married,House / apartment,Other,0
5074814,1,1,1,0,0,0,0,1,2,40,180000.0,40.759221613037900,4.684558888957340,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5078780,0,0,1,1,1,0,0,2,4,12,103500.0,42.620998377790100,5.152740987152370,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
